year,NDBI,NDVI,NDWI,water_occurrence,elevation,slope,B4,B8,B11,sprawl_cluster,built_up
2023,-0.2404099851846695,0.48592016100883484,-0.4800129532814026,1,32,3.8384382724761963,0.08739999681711197,0.2526249885559082,0.15469999611377716,1,0
2023,0.0759093388915062,-0.281471848487854,0.3931010067462921,43,45,8.218457221984863,0.051512498408555984,0.02888333424925804,0.03362857177853584,0,0
2023,-0.07798928767442703,0.528144359588623,-0.4629616141319275,6,36,1.8543341159820557,0.0632375031709671,0.20479999482631683,0.17516666650772095,1,0
2023,0.09087260067462921,0.292093962430954,-0.375458687543869,4,43,1.3689606189727783,0.12408000230789185,0.22647500038146973,0.27175000309944153,2,0
2023,-0.3715068995952606,0.5737365484237671,-0.4847722351551056,5,39,1.3697761297225952,0.05661666765809059,0.20902499556541443,0.0957857146859169,1,0
2023,-0.01586814783513546,0.267910897731781,-0.22675476968288422,10,28,7.07454252243042,0.0636100023984909,0.11016666889190674,0.10672499984502792,3,0
2023,0.4615718424320221,0.024454746395349503,0.15453360974788666,15,62,7.9615983963012695,0.03689999878406525,0.038750000298023224,0.10518749803304672,0,0
2023,0.09695789217948914,-0.17181642353534698,0.3072722256183624,61,40,1.3691843748092651,0.041200000792741776,0.029118182137608528,0.03537090867757797,0,0
2023,-0.1100088581442833,0.40373900532722473,-0.4040432274341583,1,42,3.022014617919922,0.06880000233650208,0.16197143495082855,0.12986665964126587,1,0
2023,0.07608631998300552,-0.2530049979686737,0.31542181968688965,23,38,10.239392280578613,0.10684999823570251,0.06369999796152115,0.07419166713953018,0,0
2023,-0.06207377836108208,-0.0067038992419838905,-0.001690127421170473,9,38,3.54164981842041,0.045049998909235,0.044449999928474426,0.039254166185855865,3,0
2023,0.07371797412633896,-0.11957350373268127,0.32111817598342896,71,40,3.0197699069976807,0.03674999997019768,0.02889999933540821,0.03350000083446503,0,0
2023,0.20677965879440308,-0.163732647895813,0.3348773419857025,43,59,4.431272506713867,0.036633335053920746,0.026325000450015068,0.040049999952316284,0,0
2023,0.0840272530913353,-0.14499567449092865,0.34862300753593445,69,34,3.0202600955963135,0.03314444422721863,0.02474999986588955,0.029290908947587013,0,0
2023,0.1307254433631897,-0.3097371757030487,0.4974403977394104,51,43,5.111998081207275,0.04283750057220459,0.022576387971639633,0.029366666451096535,0,0
2023,0.26252689957618713,-0.04806562513113022,0.17699524760246277,46,44,2.7378933429718018,0.049666665494441986,0.04511111229658127,0.07722856849431992,0,0
2023,0.09321828186511993,-0.18917594850063324,0.3899677097797394,81,34,16.10488510131836,0.03647499904036522,0.024870000779628754,0.029983334243297577,0,0
2023,-0.18811526894569397,0.6139921545982361,-0.4713446795940399,5,29,0.0,0.059174999594688416,0.24742500483989716,0.16907499730587006,1,0
2023,-0.020666224882006645,0.40424978733062744,-0.4611702859401703,5,45,2.7378933429718018,0.11471666395664215,0.2703999876976013,0.2594499886035919,1,0
2023,0.07894273102283478,-0.2138098180294037,0.3830798864364624,73,34,2.737114429473877,0.033399999141693115,0.02163333259522915,0.025341667234897614,0,0
2023,0.0256790891289711,0.25755074620246887,-0.2821855843067169,19,62,4.215143203735352,0.09361666440963745,0.1585666686296463,0.16692499816417694,3,0
2023,-0.12065853923559189,0.35683315992355347,-0.25769853591918945,7,31,4.022213459014893,0.045979999005794525,0.09700000286102295,0.07611250132322311,3,0
2023,0.029818199574947357,-0.11125920712947845,0.2595059871673584,13,34,4.020914554595947,0.04170000180602074,0.03334999829530716,0.03539999946951866,3,0
2023,0.2873085141181946,-0.0753069818019867,0.23792491853237152,10,61,9.663330078125,0.04208333417773247,0.03618888929486275,0.06536666303873062,0,0
2023,-0.08908657729625702,0.11947794258594513,-0.06921437382698059,18,38,2.013951063156128,0.034183334559202194,0.043460000306367874,0.03635000064969063,3,0
2023,-0.09219221025705338,0.2779436409473419,-0.19519467651844025,19,35,7.916788101196289,0.04131666570901871,0.07312499731779099,0.06077999994158745,3,0
2023,-0.11017288267612457,0.4469475746154785,-0.4239296019077301,0,39,2.9565343856811523,0.0803999975323677,0.21035000681877136,0.16859999299049377,1,0
2023,-0.008419071324169636,0.34771037101745605,-0.39127564430236816,7,43,2.1100611686706543,0.1500999927520752,0.3101249933242798,0.3049466609954834,2,0
2023,-0.21600404381752014,0.45957446098327637,-0.4510183334350586,1,31,2.1097168922424316,0.08889999985694885,0.24009999632835388,0.15479999780654907,1,0
2023,0.019318673759698868,-0.11473501473665237,0.28912168741226196,68,33,7.4640092849731445,0.03987500071525574,0.03166666626930237,0.032914284616708755,0,0
2023,-0.1765897125005722,0.6294274926185608,-0.6038870215415955,3,49,7.260334014892578,0.07662857323884964,0.3369399905204773,0.23579999804496765,1,0
2023,-0.23373371362686157,0.6296796202659607,-0.6303150653839111,6,42,0.9274099469184875,0.06856250017881393,0.30172500014305115,0.1873999983072281,1,0
2023,-0.09438986331224442,0.4176383912563324,-0.37561753392219543,8,29,0.0,0.05909999832510948,0.1438666731119156,0.11905000358819962,1,0
2023,-0.23859204351902008,0.4441670775413513,-0.3554946482181549,23,44,4.215026378631592,0.04917500168085098,0.1277666687965393,0.07854285836219788,1,0
2023,-0.22560006380081177,0.6024666428565979,-0.5500069260597229,4,34,5.517886161804199,0.06930000334978104,0.27935001254081726,0.1765083372592926,1,0
2023,0.04587825387716293,0.15628409385681152,-0.2401013821363449,51,46,5.547544956207275,0.0952230766415596,0.13050000369548798,0.14305000007152557,3,0
2023,-0.12824831902980804,0.0727229118347168,-0.07995826750993729,10,33,5.735323429107666,0.049211110919713974,0.05693000182509422,0.04398750141263008,3,0
2023,-0.06977619230747223,0.1737515777349472,-0.03748292103409767,18,41,3.019484758377075,0.03336666524410248,0.04740000143647194,0.041216667741537094,3,0
2023,-0.048651810735464096,0.36045628786087036,-0.3354068100452423,6,40,3.432255268096924,0.08410000056028366,0.17890000343322754,0.1623000055551529,1,0
2023,0.09873764961957932,-0.21133863925933838,0.4004548490047455,72,28,9.701581954956055,0.033355556428432465,0.021716667339205742,0.026474999263882637,0,0
2023,-0.28882303833961487,0.5832050442695618,-0.5683519840240479,0,32,0.9274099469184875,0.07445000112056732,0.28279998898506165,0.15604999661445618,1,0
2023,0.12925167381763458,-0.19842827320098877,0.3464156687259674,16,39,3.1607143878936768,0.061000000685453415,0.040800001472234726,0.052912499755620956,0,0
2023,-0.23365084826946259,0.47256773710250854,-0.5416816473007202,0,30,0.0,0.1151999980211258,0.32163333892822266,0.19979999959468842,1,0
2023,0.01670418307185173,-0.08135031908750534,0.19469599425792694,1,47,5.738942623138428,0.04884999990463257,0.04149999842047691,0.04290999844670296,3,0
2023,-0.17065034806728363,0.17732560634613037,0.07472938299179077,33,37,1.8543341159820557,0.03678999841213226,0.052650000900030136,0.037300001829862595,3,0
2023,0.12032270431518555,-0.1916610300540924,0.4079762399196625,75,33,1.0075207948684692,0.03306249901652336,0.0224272720515728,0.028562499210238457,0,0
2023,0.04028134047985077,-0.12136474996805191,0.33890223503112793,65,37,2.736806869506836,0.03697500005364418,0.02897142805159092,0.03140340745449066,0,0
2023,0.11749019473791122,0.05415026471018791,0.1319240778684616,2,41,5.637301445007324,0.031550001353025436,0.03516250103712082,0.04452500119805336,3,0
2023,-0.04183636233210564,-0.07555845379829407,0.2416238784790039,22,44,6.096630573272705,0.05846428498625755,0.05025000125169754,0.04621428623795509,0,0
2023,0.08256317675113678,-0.18485143780708313,0.34659186005592346,68,50,4.129434108734131,0.036314286291599274,0.02498333342373371,0.029479999095201492,0,0
2023,0.10453715175390244,-0.01465176697820425,0.20337103307247162,23,65,2.7382917404174805,0.03467646986246109,0.033675000071525574,0.04153750091791153,0,0
2023,0.11193376034498215,0.007407762575894594,0.01179573219269514,10,32,1.8543341159820557,0.02894444391131401,0.029376471415162086,0.03678181767463684,3,0
2023,-0.13588909804821014,0.1758936196565628,-0.2035694271326065,23,36,9.497415542602539,0.07562000304460526,0.10790000110864639,0.0820833370089531,3,0
2023,-0.12306103855371475,0.3792864680290222,-0.30493199825286865,5,30,2.7359778881073,0.04479999840259552,0.09955000132322311,0.07773333042860031,1,0
2023,-0.18835867941379547,0.43430909514427185,-0.38985198736190796,5,43,0.9274099469184875,0.07206666469573975,0.1827249974012375,0.12479999661445618,1,0
2023,0.15508875250816345,-0.2510080337524414,0.4194892644882202,80,22,7.0572333335876465,0.03656666725873947,0.021892856806516647,0.029929999262094498,0,0
2023,-0.21227715909481049,0.3349427878856659,-0.18613716959953308,9,42,2.7378718852996826,0.052799999713897705,0.10598333179950714,0.06886667013168335,1,0
2023,0.06092352792620659,-0.1572706252336502,0.34034207463264465,68,36,1.3691904544830322,0.03680000081658363,0.026797916740179062,0.030275000259280205,0,0
2023,-0.28114545345306396,0.6764615178108215,-0.6079431176185608,4,41,2.218503952026367,0.052666667848825455,0.2728999853134155,0.15312500298023224,1,0
2023,-0.23121878504753113,0.5445241928100586,-0.5409935712814331,1,29,1.006830096244812,0.07455000281333923,0.25279998779296875,0.1578499972820282,1,0
2023,0.1650160551071167,-0.2718668282032013,0.46229293942451477,64,39,12.1431245803833,0.036649998277425766,0.020981818437576294,0.02927500009536743,0,0
2023,0.12941499054431915,-0.11299002915620804,0.2702500820159912,67,42,6.62649393081665,0.03620000183582306,0.028850000351667404,0.03742727264761925,0,0
2023,-0.128435879945755,0.5060418248176575,-0.46918895840644836,2,29,0.0,0.08533333241939545,0.2601749897003174,0.2009499967098236,1,0
2023,-0.1824052333831787,0.1352158933877945,0.09264127165079117,33,41,3.5419507026672363,0.03696153685450554,0.04851999878883362,0.03355000168085098,3,0
2023,-0.03189323842525482,0.13836558163166046,-0.19538822770118713,11,39,4.734825134277344,0.08632499724626541,0.1140500009059906,0.10700000077486038,3,0
2023,-0.09678807854652405,0.4942605793476105,-0.45511117577552795,3,38,4.213994979858398,0.05381428450345993,0.1589999943971634,0.13093750178813934,1,0
2023,0.1890801340341568,-0.05175900459289551,0.20531108975410461,3,41,2.7378780841827393,0.03715714439749718,0.03350000083446503,0.049122221767902374,3,0
2023,-0.024055594578385353,-0.18913114070892334,0.29341578483581543,6,48,0.9274099469184875,0.0484125018119812,0.033012498170137405,0.03146153688430786,3,0
2023,-0.2185439020395279,-0.05647406727075577,0.07780950516462326,47,44,5.043057441711426,0.1306000053882599,0.11663749814033508,0.07479999959468842,3,0
2023,-0.1745268851518631,0.11332575231790543,-0.1511850357055664,25,49,0.0,0.15569999814033508,0.19550000131130219,0.13740000128746033,3,0
2023,-0.05183785781264305,0.34881332516670227,-0.38816434144973755,18,48,5.520204544067383,0.14816667139530182,0.3068999946117401,0.27665001153945923,2,0
2023,-0.04168640449643135,0.3946850895881653,-0.4200839400291443,5,32,1.3687328100204468,0.09544000029563904,0.2198999971151352,0.20229999721050262,1,0
2023,0.06562529504299164,0.034823670983314514,0.2467702329158783,36,58,13.682632446289062,0.03579999879002571,0.03838333487510681,0.04377499967813492,0,0
2023,0.016166459769010544,-0.29381272196769714,0.4477663040161133,18,41,6.301882743835449,0.051580000668764114,0.02815333381295204,0.029078571125864983,0,0
2023,0.1339852660894394,-0.15188415348529816,0.34926483035087585,8,45,1.0082505941390991,0.02916666679084301,0.02147500030696392,0.028119999915361404,0,0
2023,0.06492377072572708,-0.10663983225822449,0.2964511215686798,65,39,14.936402320861816,0.036249998956918716,0.029263636097311974,0.03332727402448654,0,0
2023,-0.0854116901755333,0.21539562940597534,-0.29623669385910034,6,49,7.91771936416626,0.12349999696016312,0.19130833446979523,0.16120000183582306,1,0
2023,0.2928014397621155,-0.309042751789093,0.46177002787590027,1,36,2.95689058303833,0.049400001764297485,0.026074999943375587,0.04766666516661644,0,0
2023,0.11548668146133423,-0.22699537873268127,0.3641839027404785,52,36,8.806180000305176,0.0418916679918766,0.026391666382551193,0.033283334225416183,0,0
2023,-0.4386683404445648,0.3002764880657196,-0.09375831484794617,5,41,6.307219982147217,0.0497666671872139,0.09247999638319016,0.03608333319425583,1,0
2023,-0.3014114797115326,0.5430024266242981,-0.5448932647705078,0,27,3.156806230545044,0.08089999854564667,0.2731499969959259,0.14662499725818634,1,0
2023,0.1155405342578888,0.37668707966804504,-0.33776184916496277,8,30,2.735835552215576,0.029633333906531334,0.06544999778270721,0.08254999667406082,3,0
2023,-0.12727482616901398,0.642480194568634,-0.6451532244682312,14,32,0.9274099469184875,0.05342727154493332,0.2454500049352646,0.19002500176429749,1,0
2023,-0.25149670243263245,0.5854413509368896,-0.5838348865509033,5,48,8.5237455368042,0.10513000190258026,0.40206000208854675,0.2404666692018509,1,0
2023,0.10008789598941803,-0.023129010573029518,0.0891990140080452,5,46,5.519993782043457,0.09381666779518127,0.08957500010728836,0.10949999839067459,3,0
2023,-0.05422414839267731,0.5107444524765015,-0.4844583570957184,11,34,7.2528252601623535,0.0637499988079071,0.1968500018119812,0.17659999430179596,1,0
2023,0.23416340351104736,-0.18901453912258148,0.3835836350917816,14,44,2.218515157699585,0.03986666724085808,0.02719166688621044,0.04382000118494034,0,0
2023,0.12798091769218445,0.2772316038608551,-0.22137688100337982,25,40,5.107289791107178,0.046558331698179245,0.08227500319480896,0.10642500221729279,3,0
2023,-0.2118910551071167,0.02687586098909378,-0.029446125030517578,13,52,3.158527135848999,0.14616000652313232,0.15423333644866943,0.10029999911785126,3,0
2023,0.10762964189052582,-0.14423079788684845,0.3696326017379761,73,36,4.428167343139648,0.03173333406448364,0.023733332753181458,0.029458332806825638,0,0
2023,0.11639178544282913,0.010156365111470222,0.13528500497341156,26,41,4.101315975189209,0.04352499917149544,0.04441818222403526,0.056120000779628754,3,0
2023,0.07375407963991165,0.2750631868839264,-0.3554285764694214,0,34,0.0,0.13485999405384064,0.23720000684261322,0.2749750018119812,2,0
2023,0.05296508967876434,0.28107956051826477,-0.37641263008117676,49,38,1.0073736906051636,0.16655999422073364,0.2968014180660248,0.33000001311302185,2,0
2023,0.13673152029514313,0.014009328559041023,0.07140917330980301,16,50,1.0074254274368286,0.0738999992609024,0.07599999755620956,0.10007499903440475,3,0
2023,-0.016837885603308678,0.2733059525489807,-0.15007787942886353,4,34,4.73474645614624,0.06849999725818634,0.12002500146627426,0.11604999750852585,3,0
2023,0.07858438044786453,-0.2241780161857605,0.2776191830635071,27,47,9.663351058959961,0.06587778031826019,0.041749998927116394,0.04887142777442932,0,0
2023,0.26981407403945923,-0.04652242735028267,0.24748778343200684,36,57,5.637323379516602,0.032171428203582764,0.029311111196875572,0.05097285658121109,0,0
2023,0.17236843705177307,-0.29365527629852295,0.47572413086891174,47,38,3.022014617919922,0.03840000182390213,0.0209666658192873,0.02969999983906746,0,0
2023,0.08765244483947754,-0.12232676893472672,0.25474733114242554,45,62,6.122982978820801,0.03826666623353958,0.029924999922513962,0.03567500039935112,0,0
2023,0.05915718153119087,-0.12575297057628632,0.34617331624031067,67,39,2.1101303100585938,0.033222220838069916,0.025800000876188278,0.029044443741440773,0,0
2023,-0.1225268691778183,0.11349830031394958,-0.0744328573346138,13,29,4.213659763336182,0.05364000052213669,0.06737499684095383,0.052666667848825455,3,0
2023,0.10385755449533463,-0.10133902728557587,0.3038036823272705,53,37,4.1018900871276855,0.03701110929250717,0.03020000085234642,0.03720000013709068,0,0
2023,-0.09831725805997849,0.45301273465156555,-0.4630880355834961,8,34,1.0070840120315552,0.11517500132322311,0.30594998598098755,0.2511749863624573,1,0
2023,-0.18373964726924896,0.4759211838245392,-0.4274641275405884,5,36,3.5410332679748535,0.06048888713121414,0.17035000026226044,0.11746666580438614,1,0
2023,-0.07468405365943909,0.4689214825630188,-0.4507182240486145,59,44,1.3691538572311401,0.09563333541154861,0.264514297246933,0.2277500033378601,1,0
2023,-0.06720790266990662,0.5335590243339539,-0.5357947945594788,0,44,2.2169137001037598,0.07656363397836685,0.2517249882221222,0.22001999616622925,1,0
2023,0.010249297134578228,0.32232922315597534,-0.41631099581718445,0,33,3.5403075218200684,0.14454999566078186,0.28205832839012146,0.28790000081062317,2,0
2023,-0.26276955008506775,0.4861506223678589,-0.45308154821395874,0,29,2.2161710262298584,0.08579999953508377,0.24815000593662262,0.14487500488758087,1,0
2023,0.06766754388809204,-0.1581118255853653,0.3568630814552307,72,34,3.838641881942749,0.029685715213418007,0.02157999947667122,0.024712499231100082,0,0
2023,0.28725746273994446,-0.15760420262813568,0.20947855710983276,27,59,3.838883399963379,0.11673666536808014,0.08495000004768372,0.15342499315738678,0,0
2023,-0.22431392967700958,0.4409570097923279,-0.4322985112667084,5,38,2.109931707382202,0.10933541506528854,0.28181666135787964,0.17855000495910645,1,0
2023,-0.33865848183631897,0.26124903559684753,-0.14088654518127441,7,47,1.3698159456253052,0.04073749855160713,0.06955000013113022,0.034359999001026154,1,0
2023,-0.039212144911289215,0.37220698595046997,-0.39760634303092957,2,33,4.214244842529297,0.13196000456809998,0.28843334317207336,0.2666666805744171,1,0
2023,0.17441551387310028,-0.24942848086357117,0.41977858543395996,69,48,3.159458875656128,0.03448571264743805,0.02071666717529297,0.02947000041604042,0,0
2023,0.15149806439876556,-0.39611607789993286,0.5586981773376465,41,44,4.887576580047607,0.043376922607421875,0.0187624990940094,0.025462500751018524,0,0
2023,0.20153644680976868,-0.07518855482339859,0.26082301139831543,19,61,2.0161728858947754,0.034093331545591354,0.029324999079108238,0.04412857070565224,0,0
2023,0.19052591919898987,-0.11805913597345352,0.3100379407405853,39,68,5.637346267700195,0.038903333246707916,0.030687499791383743,0.045133333653211594,0,0
2023,0.06175317242741585,-0.1633237898349762,0.3029293119907379,69,34,0.0,0.0406000018119812,0.029200000688433647,0.0330437496304512,0,0
2023,0.08941861242055893,-0.11994747072458267,0.286314457654953,39,45,5.356191158294678,0.03533888980746269,0.02776923030614853,0.03322307765483856,0,0
2023,-0.21356165409088135,0.6500802636146545,-0.6319118142127991,0,50,2.2192234992980957,0.06812500208616257,0.32124999165534973,0.20818333327770233,1,0
2023,0.014361654408276081,0.40462544560432434,-0.3906005322933197,9,46,6.628215789794922,0.14544999599456787,0.34314998984336853,0.35315001010894775,2,0
2023,0.0035643214359879494,-0.0006643228116445243,0.2874061167240143,51,47,0.0,0.03294999897480011,0.03290624916553497,0.033141665160655975,0,0
2023,0.4214228391647339,-0.1642712503671646,0.3143761456012726,13,40,7.597732067108154,0.045262500643730164,0.03249000012874603,0.07981999963521957,0,0
2023,0.034306831657886505,-0.11278499662876129,0.3069742023944855,66,46,5.109796524047852,0.0316571444272995,0.02524000033736229,0.027033332735300064,0,0
2023,-0.0035969007294625044,0.10006821900606155,-0.010702784173190594,16,59,10.440095901489258,0.03658999875187874,0.04472727328538895,0.04440666735172272,3,0
2023,0.14587953686714172,-0.3993775546550751,0.5562334060668945,54,45,2.7376179695129395,0.044363636523485184,0.01904117688536644,0.025545453652739525,0,0
2023,0.039095908403396606,0.05274656414985657,0.12079335749149323,22,43,4.7347846031188965,0.03717142716050148,0.0413111113011837,0.04467272758483887,3,0
2023,-0.11454606056213379,0.4378891587257385,-0.48750799894332886,5,40,6.6297287940979,0.1210312470793724,0.30959999561309814,0.2459625005722046,1,0
2023,-0.26153117418289185,0.6173992156982422,-0.5730176568031311,0,31,2.0131335258483887,0.06300000101327896,0.2663249969482422,0.1559000015258789,1,0
2023,0.2838861346244812,-0.15786243975162506,0.38141074776649475,25,36,1.3697224855422974,0.037700001150369644,0.02741999924182892,0.04915999993681908,0,0
2023,0.1828184574842453,-0.03538423404097557,0.11725711822509766,26,38,4.126518249511719,0.0518166683614254,0.04827500134706497,0.06987500190734863,3,0
2023,-0.01643882505595684,0.10099225491285324,-0.05286093428730965,17,57,1.0084049701690674,0.07497499883174896,0.09182000160217285,0.0888499990105629,3,0
2023,0.07549384981393814,0.28363215923309326,-0.37414321303367615,0,35,3.018019199371338,0.1281999945640564,0.22971667349338531,0.26723334193229675,2,0
2023,0.021485554054379463,-0.013735935091972351,0.15901656448841095,4,47,7.543697357177734,0.03413333371281624,0.03320833295583725,0.03466666489839554,3,0
2023,0.16749215126037598,-0.26139622926712036,0.4224678874015808,76,34,8.214838981628418,0.03668000176548958,0.021477777510881424,0.03012000024318695,0,0
2023,0.17666126787662506,-0.13793937861919403,0.33157894015312195,6,42,4.734830379486084,0.03352857008576393,0.02539999969303608,0.03629999980330467,0,0
2023,-0.2955417037010193,0.784267008304596,-0.6889007687568665,3,44,3.838787794113159,0.04464545473456383,0.36924999952316284,0.20078182220458984,1,0
2023,-0.15138033032417297,0.30887261033058167,-0.34141111373901367,26,57,1.3693842887878418,0.04439999908208847,0.08408571779727936,0.06197499856352806,3,0
2023,-0.23527292907238007,0.048259008675813675,0.008474590256810188,22,55,6.028669357299805,0.0778999999165535,0.08579999953508377,0.05311666801571846,3,0
2023,0.061503563076257706,-0.12008281797170639,0.23863524198532104,66,41,9.180459022521973,0.04126875102519989,0.032419998198747635,0.036669231951236725,0,0
2023,-0.1880682110786438,0.6222699284553528,-0.6016242504119873,6,41,4.6273674964904785,0.07106000185012817,0.30518749356269836,0.20856666564941406,1,0
2023,0.13380764424800873,-0.18523317575454712,0.3561924397945404,63,41,5.353395462036133,0.03660000115633011,0.02515999972820282,0.03293333202600479,0,0
2023,-0.2089701145887375,0.28879740834236145,-0.25534161925315857,1,30,7.91560697555542,0.057374998927116394,0.10397142916917801,0.06802856922149658,1,0
2023,-0.2220364212989807,0.7098260521888733,-0.6589370965957642,2,47,7.542896270751953,0.05271666496992111,0.3106285631656647,0.1977500021457672,1,0
2023,0.05815404653549194,0.30509671568870544,-0.42385557293891907,0,32,0.9274099469184875,0.15330000221729279,0.2879124879837036,0.3234666585922241,2,0
2023,0.20016340911388397,0.2507985830307007,-0.17376689612865448,4,51,4.103115081787109,0.06449999660253525,0.10768333077430725,0.16157999634742737,3,0
2023,-0.07967554032802582,0.4911593794822693,-0.47287848591804504,5,34,2.0138022899627686,0.0957571417093277,0.2806166708469391,0.23919999599456787,1,0
2023,0.003866816870868206,0.4252309501171112,-0.47246333956718445,6,49,1.3700356483459473,0.1337583363056183,0.3316749930381775,0.33425000309944153,2,0
2023,-0.06938381493091583,0.2786695063114166,-0.1465730518102646,18,34,1.006941556930542,0.062166668474674225,0.11020000278949738,0.09589999914169312,3,0
2023,-0.274246484041214,0.2342229038476944,-0.22408026456832886,20,29,0.0,0.06623333692550659,0.1067499965429306,0.06080000102519989,1,0
2023,-0.1701291799545288,0.6685788035392761,-0.6722267270088196,15,31,2.0130016803741455,0.05127499997615814,0.25815001130104065,0.18308334052562714,1,0
2023,-0.28742745518684387,0.6838825345039368,-0.6535357236862183,5,47,9.001630783081055,0.06441999971866608,0.34314998984336853,0.1899285763502121,1,0
2023,-0.02907419577240944,0.059973180294036865,-0.00786812324076891,8,37,0.9274099469184875,0.03976000100374222,0.04483333230018616,0.04230000078678131,3,0
2023,-0.06000227853655815,0.5103297829627991,-0.4766142666339874,13,37,0.9274099469184875,0.07631999999284744,0.2354000061750412,0.20874999463558197,1,0
